6-digit activity code,Activity,Examples,,,,,,,,,,,,,,,,,,,,,,,
010101,Sleeping,,,,,,,,,,,,,,,,,,,,,,,,
030103,"Playing with hh children, not sports",,,,,,,,,,,,,,,,,,,,,,,,
,,playing with hh child,horsing around with hh child,,,,,,,,,,,,,,,,,,,,,,
,,tickling hh child,dancing with hh child,,,,,,,,,,,,,,,,,,,,,,
,,playing games w/hh child only,entertaining hh child,,,,,,,,,,,,,,,,,,,,,,
,,giving hh child a piggyback ride,,,,,,,,,,,,,,,,,,,,,,,
030104,Arts and crafts with hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,making holiday decorations w/hh child,organizing coin collection with hh child,,,,,,,,,,,,,,,,,,,,,,
,,helping hh child make arts and crafts,building model planes with hh child,,,,,,,,,,,,,,,,,,,,,,
030105,Playing sports with hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,riding bikes with hh child,playing basketball with hh child,,,,,,,,,,,,,,,,,,,,,,
,,strolling with a hh child,teaching hh child how to play a sport,,,,,,,,,,,,,,,,,,,,,,
,,teaching hh child to ride a bike,walking with a hh child,,,,,,,,,,,,,,,,,,,,,,
030106,Talking with/listening to hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,talking with hh child,telling hh child to brush teeth,,,,,,,,,,,,,,,,,,,,,,
,,fussing at/scolding/lecturing hh child,telling hh child to get ready for bed,,,,,,,,,,,,,,,,,,,,,,
,,listening to hh child sing/recite,singing to hh child,,,,,,,,,,,,,,,,,,,,,,
,,singing with hh child,hearing about hh child's day,,,,,,,,,,,,,,,,,,,,,,
030108,Organization & planning for hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,planning parties/activities/events for hh child,helping with parties for hh child,,,,,,,,,,,,,,,,,,,,,,
,,making costume for hh child,organizing activities for hh child,,,,,,,,,,,,,,,,,,,,,,
,,packing/unpacking hh child's bag,signing hh child up for activities,,,,,,,,,,,,,,,,,,,,,,
,,planning play dates for hh child,,,,,,,,,,,,,,,,,,,,,,,
030109,Looking after hh children (as a primary activity),,,,,,,,,,,,,,,,,,,,,,,,
,,supervising/monitoring/keeping tabs on hh child,checking on hh child,,,,,,,,,,,,,,,,,,,,,,
,,watching but not interacting with hh child,supervising hh child swimming,,,,,,,,,,,,,,,,,,,,,,
,,sitting with hh child,accompanying hh child visiting Santa Claus,,,,,,,,,,,,,,,,,,,,,,
,,accompanying hh child trick-or-treating,,,,,,,,,,,,,,,,,,,,,,,
030110,Attending hh children's events,,,,,,,,,,,,,,,,,,,,,,,,
,,watching hh child's sporting event or school play,attending hh child's recital,,,,,,,,,,,,,,,,,,,,,,
030111,Waiting for/with hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to pick up hh child,waiting for hh child to get ready,,,,,,,,,,,,,,,,,,,,,,
,,waiting for school bus with hh child,waiting for hh child to finish his/her activity,,,,,,,,,,,,,,,,,,,,,,
030112,Picking up/dropping off hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,dropping off hh child at friend's house,dropping off hh child at babysitter's,,,,,,,,,,,,,,,,,,,,,,
,,picking up hh child from day care/school/church,dropping off hh child at soccer practice,,,,,,,,,,,,,,,,,,,,,,
030199,"Caring for & helping hh children, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,adopting a child,,,,,,,,,,,,,,,,,,,,,,,
030201,Homework (hh children),,,,,,,,,,,,,,,,,,,,,,,,
,,helping hh child with homework,signing hh child's homework log,,,,,,,,,,,,,,,,,,,,,,
,,reviewing hh child's homework,checking hh child's homework for completion,,,,,,,,,,,,,,,,,,,,,,
,,helping hh child with a school project,picking up hh child's books/assignments ,,,,,,,,,,,,,,,,,,,,,,
,,quizzing hh child before a test,,,,,,,,,,,,,,,,,,,,,,,
030202,Meetings and school conferences (hh children),,,,,,,,,,,,,,,,,,,,,,,,
,,observing hh child's class,meeting with guidance counselor of hh child,,,,,,,,,,,,,,,,,,,,,,
,,attending hh child's parent-teacher conference,meeting with principal of hh child,,,,,,,,,,,,,,,,,,,,,,
,,attending hh child's back-to-school night,talking to/with hh child's tutor,,,,,,,,,,,,,,,,,,,,,,
,,meeting w/school psychologist of hh child,meeting with hh child's tutor,,,,,,,,,,,,,,,,,,,,,,
,,talking with teachers of hh child,attending hh child's school open house,,,,,,,,,,,,,,,,,,,,,,
,,attending a PTA meeting,meeting w/school speech pathologist of hh child,,,,,,,,,,,,,,,,,,,,,,
030203,Home schooling of hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,home schooling a hh child,,,,,,,,,,,,,,,,,,,,,,,
030204,Waiting associated with hh children's education,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to meet with hh child's teacher,,,,,,,,,,,,,,,,,,,,,,,
030299,"Activities related to hh child's education, n.e.c.*",,Activities Related to HH Children's Health,,,,,,,,,,,,,,,,,,,,,,
030301,Providing medical care to hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,taking hh child's temperature,,,,,,,,,,,,,,,,,,,,,,,
,,putting medicine on hh child's cuts,giving hh child medicine,,,,,,,,,,,,,,,,,,,,,,
,,giving hh child's insulin shot,sitting with sick hh child,,,,,,,,,,,,,,,,,,,,,,
,,bandaging hh child's scrapes,putting medicine on hh child's burn,,,,,,,,,,,,,,,,,,,,,,
,,helping hh child w/physical therapy ,bandaging hh child's cuts/burns,,,,,,,,,,,,,,,,,,,,,,
030302,Obtaining medical care for hh children,,,,,,,,,,,,,,,,,,,,,,,,
,,accompanying hh child to medical appt,,,,,,,,,,,,,,,,,,,,,,,
,,talking with hh child's doctor,talking with hh child's nurse,,,,,,,,,,,,,,,,,,,,,,
030303,Waiting associated with hh children's health,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting while doctor examines hh child,,,,,,,,,,,,,,,,,,,,,,,
,,waiting with hh child at hospital,waiting with hh child at physician's office,,,,,,,,,,,,,,,,,,,,,,
030399,"Activities related to hh child's health, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,visiting hh child in hospital,,,,,,,,,,,,,,,,,,,,,,,
030401,Physical care for hh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,bathing hh adult,putting hh adult to bed,,,,,,,,,,,,,,,,,,,,,,
,,feeding hh adult,providing physical aid to hh adult,,,,,,,,,,,,,,,,,,,,,,
,,dressing hh adult,helping hh adult dress,,,,,,,,,,,,,,,,,,,,,,
,,getting hh adult ready to go somewhere,cutting hh adult's hair,,,,,,,,,,,,,,,,,,,,,,
,,waking hh adult ,,,,,,,,,,,,,,,,,,,,,,,
030402,Looking after hh adult (as a primary activity),,,,,,,,,,,,,,,,,,,,,,,,
,,supervising hh adult,checking on hh adult,,,,,,,,,,,,,,,,,,,,,,
,,monitoring hh adult,,,,,,,,,,,,,,,,,,,,,,,
030403,Providing medical care to hh adult,,,,,,,,,,,,,,,,,,,,,,,,
,,giving hh adult medicine,bandaging hh adult,,,,,,,,,,,,,,,,,,,,,,
030404,Obtaining medical and care services for hh adult,,,,,,,,,,,,,,,,,,,,,,,,
,,accompanying hh adult to medical appt.,meeting with adult care provider,,,,,,,,,,,,,,,,,,,,,,
,,talking to hh adult's doctors/nurses,talking to/with adult daycare provider,,,,,,,,,,,,,,,,,,,,,,
030405,Waiting associated with caring for household adults,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting while doctor examines hh adult,waiting with hh adult at hospital,,,,,,,,,,,,,,,,,,,,,,
,,waiting with hh adult at physician's office,waiting to meet a hh adult's care provider,,,,,,,,,,,,,,,,,,,,,,
030499,"Caring for household adults, n.e.c.* ",,,,,,,,,,,,,,,,,,,,,,,,
030501,Helping hh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,helping hh adult w/computer,shopping for hh adult (not self),,,,,,,,,,,,,,,,,,,,,,
,,helping hh adult w/taxes/bills,,,,,,,,,,,,,,,,,,,,,,,
030502,Organization & planning for hh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,planning activities for hh adult,packing hh adult's bags,,,,,,,,,,,,,,,,,,,,,,
,,organizing parties for hh adult,planning events for hh adult,,,,,,,,,,,,,,,,,,,,,,
,,making things for hh adult,planning parties for hh adult,,,,,,,,,,,,,,,,,,,,,,
030503,Picking up/dropping off hh adult,,,,,,,,,,,,,,,,,,,,,,,,
,,dropping hh adult off at senior center,picking up hh adult from hh adult's event,,,,,,,,,,,,,,,,,,,,,,
030504,Waiting associated with helping hh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to pick up hh adult,,,,,,,,,,,,,,,,,,,,,,,
030599,"Helping household adults, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for hh adult to get ready,,,,,,,,,,,,,,,,,,,,,,,
039999,"Caring for & helping hh members, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
040101,Physical care for nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,dressing/bathing nonhh child,feeding nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,changing nonhh child's diapers,cutting nonhh child's hair,,,,,,,,,,,,,,,,,,,,,,
,,laying out clothes for nonhh child,preparing a shower for nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,giving nonhh child a bottle,soothing nonhh child/baby,,,,,,,,,,,,,,,,,,,,,,
,,getting nonhh child ready to go somewhere,tucking in nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,waking nonhh child,helping nonhh child feed him/herself,,,,,,,,,,,,,,,,,,,,,,
,,putting nonhh child to bed,helping nonhh child use the bathroom,,,,,,,,,,,,,,,,,,,,,,
,,cuddling/rocking/holding nonhh child,drawing a bath for nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,carrying nonhh child/baby ,helping nonhh child get dressed/brush teeth/bathe,,,,,,,,,,,,,,,,,,,,,,
040102,Reading to/with nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,reading to or with nonhh children,helping nonhh child read,,,,,,,,,,,,,,,,,,,,,,
,,listening to a nonhh child read,teaching nonhh child to read,,,,,,,,,,,,,,,,,,,,,,
040103,"Playing with nonhh children, not sports",,,,,,,,,,,,,,,,,,,,,,,,
,,playing with nonhh child,horsing around w/nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,tickling nonhh child,dancing with nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,playing games w/nonhh child only,entertaining nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,giving nonhh child a piggyback ride,,,,,,,,,,,,,,,,,,,,,,,
040104,Arts and crafts with nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,making holiday decorations w/nonhh child,organizing coin collection with nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,helping nonhh child make arts and crafts,building model planes with nonhh child,,,,,,,,,,,,,,,,,,,,,,
040105,Playing sports with nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,riding bikes with nonhh child,playing basketball with nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,strolling with a nonhh child,teaching nonhh child how to play a sport,,,,,,,,,,,,,,,,,,,,,,
,,teaching nonhh child to ride a bike,walking with a nonhh child,,,,,,,,,,,,,,,,,,,,,,
040106,Talking with/listening to nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,talking with nonhh child,telling nonhh child to brush teeth,,,,,,,,,,,,,,,,,,,,,,
,,fussing at/scolding/lecturing nonhh child,telling nonhh child to get ready for bed,,,,,,,,,,,,,,,,,,,,,,
,,listening to a nonhh child sing,singing to nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,singing with nonhh child,hearing about nonhh child's day,,,,,,,,,,,,,,,,,,,,,,
040108,Organization & planning for nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,planning party/activities for nonhh child,helping w/party for nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,making costumes for nonhh child,organizing activities for nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,packing/unpacking nonhh child's bag,signing nonhh child up for activities,,,,,,,,,,,,,,,,,,,,,,
,,planning play dates for nonhh child,,,,,,,,,,,,,,,,,,,,,,,
040109,Looking after nonhh children (as primary activity),,,,,,,,,,,,,,,,,,,,,,,,
,,supervising/monitoring/keeping tabs on nonhh child,checking on nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,watching but not interacting w/nonhh child,supervising nonhh child swimming,,,,,,,,,,,,,,,,,,,,,,
,,accompanying nonhh child trick-or-treating,accompanying nonhh child visiting Santa Claus,,,,,,,,,,,,,,,,,,,,,,
040110,Attending nonhh children's events,,,,,,,,,,,,,,,,,,,,,,,,
,,watching nonhh child's sporting event or school play,attending nonhh child's recital,,,,,,,,,,,,,,,,,,,,,,
040111,Waiting for/with nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to pick up nonhh child,waiting for nonhh child to get ready,,,,,,,,,,,,,,,,,,,,,,
,,waiting for school bus with nonhh child,waiting for nonhh child to finish his/her activity,,,,,,,,,,,,,,,,,,,,,,
040112,Dropping off/picking up nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,dropping off nonhh child at friend's house,dropping off nonhh child at babysitter's,,,,,,,,,,,,,,,,,,,,,,
,,picking up nonhh child from day care/school,dropping off nonhh child at soccer practice,,,,,,,,,,,,,,,,,,,,,,
040199,"Caring for and helping nonhh children, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,handing out Halloween candy,,,,,,,,,,,,,,,,,,,,,,,
040201,Homework (nonhh children),,,,,,,,,,,,,,,,,,,,,,,,
,,helping a nonhh child w/homework,signing nonhh child's homework log,,,,,,,,,,,,,,,,,,,,,,
,,reviewing nonhh child's homework,checking nonhh child's homework,,,,,,,,,,,,,,,,,,,,,,
,,helping nonhh child with sch. project,picking up nonhh child's books/assignments,,,,,,,,,,,,,,,,,,,,,,
,,quizzing nonhh child before a test,,,,,,,,,,,,,,,,,,,,,,,
040202,Meetings and school conferences (nonhh children),,,,,,,,,,,,,,,,,,,,,,,,
,,observing nonhh child's class,meeting w/school speech pathologist of nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,observing nonhh child's class,meeting with guidance counselor of nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,attending non-hh child's parent-teacher conference,meeting with principal of nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,attending non-hh child's back-to-school night,talking to/with nonhh child's tutor,,,,,,,,,,,,,,,,,,,,,,
,,meeting w/school psychologist of nonhh child,meeting with nonhh child's tutor,,,,,,,,,,,,,,,,,,,,,,
,,talking with teachers of nonhh child,attending nonhh child's school open house,,,,,,,,,,,,,,,,,,,,,,
,,attending PTA meeting,,,,,,,,,,,,,,,,,,,,,,,
040203,Home schooling of nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,home schooling a nonhh child,,,,,,,,,,,,,,,,,,,,,,,
040204,Waiting associated with nonhh children's education,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to meet with nonhh child's teacher,,,,,,,,,,,,,,,,,,,,,,,
040299,"Activities related to nonhh child's educ., n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
040301,Providing medical care to nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,taking a nonhh child's temperature,giving  nonhh child medicine,,,,,,,,,,,,,,,,,,,,,,
,,putting medicine on nonhh child's cuts,sitting with sick nonhh child,,,,,,,,,,,,,,,,,,,,,,
,,giving nonhh child's insulin shot,putting medicine on nonhh child's burn,,,,,,,,,,,,,,,,,,,,,,
,,bandaging nonhh child's scrapes/cuts,bandaging nonhh child's cuts/burns,,,,,,,,,,,,,,,,,,,,,,
,,helping nonhh child w/phys. therapy,,,,,,,,,,,,,,,,,,,,,,,
040302,Obtaining medical care for nonhh children,,,,,,,,,,,,,,,,,,,,,,,,
,,accompanying nonhh child to medical appt,talking with nonhh child's nurse,,,,,,,,,,,,,,,,,,,,,,
,,talking with nonhh child's doctor,,,,,,,,,,,,,,,,,,,,,,,
040303,Waiting associated with nonhh children's health,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting while doctor examines nonhh child,waiting with nonhh child at hospital,,,,,,,,,,,,,,,,,,,,,,
,,waiting with nonhh child at physician's office,,,,,,,,,,,,,,,,,,,,,,,
040399,"Activities related to nonhh child's health, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,visiting a nonhh child in the hospital,,,,,,,,,,,,,,,,,,,,,,,
040401,Physical care for nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,bathing nonhh adult,putting nonhh adult to bed,,,,,,,,,,,,,,,,,,,,,,
,,feeding nonhh adult,providing physical aid to nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,dressing nonhh adult,helping nonhh adult dress,,,,,,,,,,,,,,,,,,,,,,
,,getting nonhh adult ready to go somewhere,cutting nonhh adult's hair,,,,,,,,,,,,,,,,,,,,,,
,,waking nonhh adult ,,,,,,,,,,,,,,,,,,,,,,,
040402,Looking after nonhh adult (as a primary activity),,,,,,,,,,,,,,,,,,,,,,,,
,,supervising nonhh adult,checking on nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,monitoring nonhh adult,,,,,,,,,,,,,,,,,,,,,,,
040403,Providing medical care to nonhh adult,,,,,,,,,,,,,,,,,,,,,,,,
,,giving nonhh adult medicine,bandaging nonhh adult,,,,,,,,,,,,,,,,,,,,,,
040404,Obtaining medical and care services for nonhh adult,,,,,,,,,,,,,,,,,,,,,,,,
,,accompanying nonhh adult to medical appt.,meeting w/nonhh adult care provider,,,,,,,,,,,,,,,,,,,,,,
,,talking to nonhh adult's doctors/nurses,talking to/with nonhh adult care provider,,,,,,,,,,,,,,,,,,,,,,
040405,Waiting associated with caring for nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting while doctor examines nonhh adult,waiting with nonhh adult at hospital,,,,,,,,,,,,,,,,,,,,,,
,,waiting with nonhh adult at physician's office,waiting to meet a nonhh adult care provider,,,,,,,,,,,,,,,,,,,,,,
040499,"Caring for nonhh adults, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
040501,"Housework, cooking, & shopping assistance for nonhh adults",,,,,,,,,,,,,,,,,,,,,,,,
,,doing housework for nonhh adult ,shopping for nonhh adult (not self),,,,,,,,,,,,,,,,,,,,,,
,,doing laundry for nonhh adult (not self),cooking/preparing food for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
040502,House & lawn maintenance & repair assistance for nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,mowing the lawn for nonhh adult,mending fence for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,fixing plumbing leak for nonhh adult,painting house for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,disposing of trash for nonhh adult,,,,,,,,,,,,,,,,,,,,,,,
040503,Animal & pet care assistance for nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,feeding pets for nonhh adult,walking dog for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,bathing dog for nonhh adult,,,,,,,,,,,,,,,,,,,,,,,
040504,Vehicle & appliance maintenance/repair assistance for nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,changing tires for nonhh adult,fixing computer for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,adjusting brakes for nonhh adult,fixing car for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,fixing appliances for nonhh adult,maintaining sports equipment for nonhh adults,,,,,,,,,,,,,,,,,,,,,,
040505,Financial management assistance for nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,helping nonhh adult w/computer applications,helping nonhh adult w/taxes/bills,,,,,,,,,,,,,,,,,,,,,,
040506,Household management & paperwork assistance for nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,running errands for nonhh adult (not self),packing nonhh adult's bags,,,,,,,,,,,,,,,,,,,,,,
,,planning activities for nonhh adult,planning events for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,organizing party for nonhh adult,planning party for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
,,making things for nonhh adult,doing paperwork for nonhh adult,,,,,,,,,,,,,,,,,,,,,,
040507,Picking up/dropping off nonhh adult,,,,,,,,,,,,,,,,,,,,,,,,
,,dropping nonhh adult off at senior center,picking up nonhh adult from adult's event,,,,,,,,,,,,,,,,,,,,,,
040508,Waiting associated with helping nonhh adults,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to pick up nonhh adult,waiting for nonhh adult to get ready,,,,,,,,,,,,,,,,,,,,,,
040599,"Helping nonhh adults, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
049999,"Caring for & helping nonhh members, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
050101,"Work, main job",,,,,,,,,,,,,,,,,,,,,,,,
,,at work (main job),putting in overtime at work (main job),,,,,,,,,,,,,,,,,,,,,,
,,working extra hours (main job),talking to instructor (class for main job),,,,,,,,,,,,,,,,,,,,,,
,,on-the-job training (main job),surfing the Internet (main job),,,,,,,,,,,,,,,,,,,,,,
,,reading and writing (main job),doing research/homework (main job),,,,,,,,,,,,,,,,,,,,,,
,,computer use (main job),registering for class (main job),,,,,,,,,,,,,,,,,,,,,,
,,telephone calls (main job),attending typing training (main job),,,,,,,,,,,,,,,,,,,,,,
,,attending class (main job),phone calls to/from supervisors (main job),,,,,,,,,,,,,,,,,,,,,,
,,registering for training (main job),phone calls to/from customers (main job),,,,,,,,,,,,,,,,,,,,,,
,,attending conferences/convention (main job),leading a blessing (main job),,,,,,,,,,,,,,,,,,,,,,
,,making reserv. on the Internet (main job),phone calls to/from coworkers (main job),,,,,,,,,,,,,,,,,,,,,,
,,teaching/leading Bible study (main job),phone calls to/from clients (main job),,,,,,,,,,,,,,,,,,,,,,
,,leading religious youth group (main job),attending sales training (main job),,,,,,,,,,,,,,,,,,,,,,
,,reading the Bible/Torah/scriptures (main job),teaching bat/bar mitzvah class (main job),,,,,,,,,,,,,,,,,,,,,,
,,teaching confirmation class (main job),teaching religious class (main job),,,,,,,,,,,,,,,,,,,,,,
,,organizing/preparing materials (main job),hearing confession (main job),,,,,,,,,,,,,,,,,,,,,,
,,designing/updating a website (main job),marking assignments (main job),,,,,,,,,,,,,,,,,,,,,,
,,reading a book/other material (main job),checking e-mail (main job),,,,,,,,,,,,,,,,,,,,,,
,,"reviewing notes, briefs, or papers (main job)",calling leads for stories/information (main job),,,,,,,,,,,,,,,,,,,,,,
,,preparing lesson plans/grading papers (main job),enrollment in training/classes (main job),,,,,,,,,,,,,,,,,,,,,,
,,writing memos/papers/letters (main job),talking to other conference attendees (main job),,,,,,,,,,,,,,,,,,,,,,
,,checking voicemail messages (main job),reading/sending e-mail (main job),,,,,,,,,,,,,,,,,,,,,,
050102,"Work, other job(s)",,,,,,,,,,,,,,,,,,,,,,,,
,,at work (other job),hearing confession (other job),,,,,,,,,,,,,,,,,,,,,,
,,extra hours at other job,phone calls to/from coworkers (other job),,,,,,,,,,,,,,,,,,,,,,
,,on-the-job training (other job),phone calls to/from clients (other job),,,,,,,,,,,,,,,,,,,,,,
,,reading and writing (other job),attending typing training (other job),,,,,,,,,,,,,,,,,,,,,,
,,computer use (other job),teaching confirmation class (other job),,,,,,,,,,,,,,,,,,,,,,
,,telephone calls (other job),phone calls to/from supervisors (other job),,,,,,,,,,,,,,,,,,,,,,
,,attending class (other job),phone calls to/from customers (other job),,,,,,,,,,,,,,,,,,,,,,
,,registering for training (other job),checking e-mail (other job),,,,,,,,,,,,,,,,,,,,,,
,,attending conferences/convention (other job),teaching bat/bar mitzvah class (other job),,,,,,,,,,,,,,,,,,,,,,
,,talking to instructor (class for other job),moonlighting,,,,,,,,,,,,,,,,,,,,,,
,,reading the Bible/Torah/scriptures (other job),leading a blessing (other job),,,,,,,,,,,,,,,,,,,,,,
,,teaching/leading Bible study (other job),attending sales training (other job),,,,,,,,,,,,,,,,,,,,,,
,,leading religious youth group (other job),doing research/homework (other job),,,,,,,,,,,,,,,,,,,,,,
,,surfing the Internet (other job),calling leads for stories/information (other job),,,,,,,,,,,,,,,,,,,,,,
,,organizing/preparing materials (other job),teaching religious class (other job),,,,,,,,,,,,,,,,,,,,,,
,,reading a book/other material (other job),enrollment in training/classes (other job),,,,,,,,,,,,,,,,,,,,,,
,,"reviewing notes, briefs, or papers (other job)",making reserv. on the Internet (other job),,,,,,,,,,,,,,,,,,,,,,
,,preparing lesson plans/grading papers (other job),checking voicemail messages (other job),,,,,,,,,,,,,,,,,,,,,,
,,writing memos/papers/letters (other job),registering for class (other job),,,,,,,,,,,,,,,,,,,,,,
,,marking assignments (other job),talking to other conference attendees (other job),,,,,,,,,,,,,,,,,,,,,,
,,designing/updating a website (other job),reading/sending e-mail (other job),,,,,,,,,,,,,,,,,,,,,,
050103,Security procedures related to work,,,,,,,,,,,,,,,,,,,,,,,,
,,opening bags for security search (work),passing through metal detector (work),,,,,,,,,,,,,,,,,,,,,,
,,being searched at security checkpoint (work),,,,,,,,,,,,,,,,,,,,,,,
050104,Waiting associated with working,,,,,,,,,,,,,,,,,,,,,,,,
050199,"Working, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
050201,"Socializing, relaxing, and leisure as part of job",,,,,,,,,,,,,,,,,,,,,,,,
,,attending social event w/coworkers (part of job),attending social event w/bosses (part of job),,,,,,,,,,,,,,,,,,,,,,
,,talking w/co-workers at social event (part of job),talking w/clients at social event (part of job),,,,,,,,,,,,,,,,,,,,,,
050202,Eating and drinking as part of job,,,,,,,,,,,,,,,,,,,,,,,,
,,eating/drinking w/clients (part of job),eating/drinking w/bosses (part of job),,,,,,,,,,,,,,,,,,,,,,
,,eating/drinking w/customers (part of job),having lunch/dinner w/clients (part of job),,,,,,,,,,,,,,,,,,,,,,
,,eating/drinking w/coworkers (part of job),,,,,,,,,,,,,,,,,,,,,,,
050203,Sports and exercise as part of job,,,,,,,,,,,,,,,,,,,,,,,,
,,playing golf w/clients (part of job),attending sporting event w/boss (part of job),,,,,,,,,,,,,,,,,,,,,,
,,working out w/clients (part of job),,,,,,,,,,,,,,,,,,,,,,,
050204,Security procedures as part of job,,,,,,,,,,,,,,,,,,,,,,,,
,,opening bags for security search (part of job),passing through metal detector (part of job),,,,,,,,,,,,,,,,,,,,,,
,,being searched at security checkpoint (part of job),,,,,,,,,,,,,,,,,,,,,,,
050205,Waiting associated with work-related activities,,,,,,,,,,,,,,,,,,,,,,,,
050299,"Work-related activities, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
050301,"Income-generating hobbies, crafts, and food",,,,,,,,,,,,,,,,,,,,,,,,
,,preparing food or drink for sale,making baskets for sale,,,,,,,,,,,,,,,,,,,,,,
,,"drawing, painting, or sketching for sale",doing woodworking for sale,,,,,,,,,,,,,,,,,,,,,,
,,making pottery for sale,making tapestries/quilts for sale,,,,,,,,,,,,,,,,,,,,,,
,,making furniture for sale,making dinners for sale,,,,,,,,,,,,,,,,,,,,,,
050302,Income-generating performances ,,,,,,,,,,,,,,,,,,,,,,,,
,,playing in a band for pay,singing for pay,,,,,,,,,,,,,,,,,,,,,,
,,acting in a play for pay,dancing for pay,,,,,,,,,,,,,,,,,,,,,,
050303,Income-generating services ,,,,,,,,,,,,,,,,,,,,,,,,
,,babysitting for pay,shoveling snow for pay,,,,,,,,,,,,,,,,,,,,,,
,,mowing lawns for pay,home improvements for pay,,,,,,,,,,,,,,,,,,,,,,
,,doing household chores for pay,typing paper for pay,,,,,,,,,,,,,,,,,,,,,,
050304,Income-generating rental property activities,,,,,,,,,,,,,,,,,,,,,,,,
,,maintaining/renovating rental property,making repairs to rental property,,,,,,,,,,,,,,,,,,,,,,
050305,Waiting associated with other income-generating activities,,,,,,,,,,,,,,,,,,,,,,,,
050399,"Other income-generating activities, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,redeeming winning lottery ticket,listing/selling items online,,,,,,,,,,,,,,,,,,,,,,
